model_size,batch_size,context_length,dtype,tool,name,calls,cpu_total_us,cpu_self_us,cuda_total_us,cuda_self_us
small,1,1024,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul>)",196,0.0,0.0,5160.192000000107,5160.192000000107
small,1,1024,fp32,torch.profiler,void cutlass::Kernel2<cutlass_80_simt_sgemm_128x256_8x4_nt_align1>(cutlass_80_simt_sgemm_128x256_8x4_nt_align1::Params),37,0.0,0.0,4988.803999999989,4988.803999999989
small,1,1024,fp32,torch.profiler,ampere_sgemm_128x64_nn,72,0.0,0.0,4921.122000000047,4921.122000000047
small,1,1024,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>)",675,0.0,0.0,4702.156000000437,4702.156000000437
small,1,1024,fp32,torch.profiler,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1})",48,0.0,0.0,4522.818999999963,4522.818999999963
small,1,1024,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)",716,0.0,0.0,4328.287000000266,4328.287000000266
small,1,1024,fp32,torch.profiler,aten::where,48,2068.0059999999967,509.1819999999534,3085.7890000000543,1528.1590000000315
small,1,1024,fp32,torch.profiler,aten::add_,147,1969.6509999999835,1096.454999999929,2882.7150000001275,2882.7150000001275
small,1,1024,fp32,torch.profiler,attention/softmax,12,0.0,0.0,2794.305000000005,2794.305000000005
small,1,1024,fp32,torch.profiler,attention/scores,12,0.0,0.0,2735.3950000000004,2735.3950000000004
small,1,1024,fp32,torch.profiler,attention/softmax,12,2063.9189999999926,773.2100000000273,2732.6430000000128,0.0
small,1,1024,fp32,torch.profiler,attention/scores,12,3349.0800000000045,973.2070000000049,2588.831,0.0
small,1,1024,fp32,torch.profiler,autograd::engine::evaluate_function: MulBackward0,170,8999.16000000009,1960.0540000001129,2383.227000000101,0.0
small,1,1024,fp32,torch.profiler,aten::neg,52,931.7909999999902,570.1970000000874,2316.613000000041,2316.613000000041
small,1,1024,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",28,0.0,0.0,2233.346000000034,2233.346000000034
small,1,1024,fp32,torch.profiler,ampere_sgemm_128x128_nt,24,0.0,0.0,2151.1690000000235,2151.1690000000235
small,1,1024,fp32,torch.profiler,aten::copy_,182,3501.235999999887,1817.119999999789,2112.2210000000314,2112.2210000000314
small,1,1024,fp32,torch.profiler,ampere_sgemm_128x32_nt,48,0.0,0.0,2092.7079999999914,2092.7079999999914
small,1,1024,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)",24,0.0,0.0,2090.304999999981,2090.304999999981
small,1,1024,fp32,torch.profiler,ampere_sgemm_128x128_nn,24,0.0,0.0,2072.063999999934,2072.063999999934
small,1,1024,fp32,torch.profiler,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})",157,0.0,0.0,2047.8390000000336,2047.8390000000336
small,1,1024,fp32,torch.profiler,MulBackward0,170,4808.852999999945,580.5259999999907,1942.20500000006,0.0
small,1,1024,fp32,torch.profiler,aten::add,430,7205.264999999749,4675.963999999345,1853.2540000003933,1853.2540000003933
small,1,1024,fp32,torch.profiler,autograd::engine::evaluate_function: MaxBackward0,13,1327.3700000000317,206.40700000003562,1799.645999999986,0.0
small,1,1024,fp32,torch.profiler,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,111,3843.7280000000683,493.6430000000837,1766.784000000007,0.0
small,1,1024,fp32,torch.profiler,attention/value,12,1996.5690000000113,611.0530000000081,1093.8879999999926,0.0
small,1,1024,fp32,torch.profiler,attention/value,12,0.0,0.0,1093.8879999999926,1093.8879999999926
small,1,1024,fp32,torch.profiler,backward,1,72297.199,72258.218,0.8960000000006403,0.0
small,1,1024,fp32,torch.profiler,backward,1,0.0,0.0,0.8960000000006403,0.8960000000006403
small,1,1024,fp32,torch.profiler,profile/warmup,1,2530.433,2530.433,0.0,0.0
small,1,256,fp32,cuda_event,backward,1,,,73432.47985839844,
small,1,256,fp32,cuda_event,forward,1,,,33840.641021728516,
small,1,256,fp32,cuda_event,optimizer,1,,,34597.5341796875,
small,1,256,fp32,torch.profiler,Optimizer.step#AdamW.step,1,0.0,0.0,34463.633000000016,34463.633000000016
small,1,256,fp32,torch.profiler,forward,1,0.0,0.0,33055.793000000005,33055.793000000005
small,1,256,fp32,torch.profiler,profile/measure,1,143555.622,1634.643999999942,13611.118000000562,0.0
small,1,256,fp32,torch.profiler,optimizer,1,34354.77900000001,50.25500000001921,9507.019000000524,0.0
small,1,256,fp32,torch.profiler,Optimizer.step#AdamW.step,1,34304.52399999999,9472.10899999959,9507.019000000524,0.0
small,1,256,fp32,torch.profiler,aten::bmm,327,10942.067999999996,7584.628000000096,8583.204000000043,8583.204000000043
small,1,256,fp32,torch.profiler,aten::mul,1206,18096.42500000007,11538.033000000047,5728.026000000238,5728.026000000238
small,1,256,fp32,torch.profiler,autograd::engine::evaluate_function: BmmBackward0,109,10311.320000000036,1188.6760000000577,5626.599000000038,0.0
small,1,256,fp32,torch.profiler,BmmBackward0,109,9122.643999999978,1006.9080000000904,5626.599000000038,0.0
small,1,256,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)",716,0.0,0.0,4422.550000000323,4422.550000000323
small,1,256,fp32,torch.profiler,forward,1,33737.907,7549.491000000027,4092.899000000032,0.0
small,1,256,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>)",675,0.0,0.0,2957.1509999999134,2957.1509999999134
small,1,256,fp32,torch.profiler,aten::einsum,109,11431.191999999992,2588.802999999978,2956.605000000005,0.0
small,1,256,fp32,torch.profiler,aten::copy_,182,3469.341999999957,1784.4819999998263,2095.78900000009,2095.78900000009
small,1,256,fp32,torch.profiler,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})",157,0.0,0.0,2059.7230000001055,2059.7230000001055
small,1,256,fp32,torch.profiler,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,111,3991.3359999999448,533.1319999999469,1916.1990000000224,0.0
small,1,256,fp32,torch.profiler,torch::autograd::AccumulateGrad,111,3458.203999999998,713.4880000000558,1916.1990000000224,0.0
small,1,256,fp32,torch.profiler,aten::add,430,6108.878000000078,3788.991000000029,1717.3389999998872,1717.3389999998872
small,1,256,fp32,torch.profiler,ampere_sgemm_128x64_tn,37,0.0,0.0,1569.6639999999898,1569.6639999999898
small,1,256,fp32,torch.profiler,attention/scores,12,0.0,0.0,1533.2150000000038,1533.2150000000038
small,1,256,fp32,torch.profiler,void cutlass::Kernel2<cutlass_80_simt_sgemm_128x256_8x4_nt_align1>(cutlass_80_simt_sgemm_128x256_8x4_nt_align1::Params),36,0.0,0.0,1485.1169999999765,1485.1169999999765
small,1,256,fp32,torch.profiler,aten::sub_,222,2263.6030000000464,1271.2150000001711,1376.0659999999625,1376.0659999999625
small,1,256,fp32,torch.profiler,ampere_sgemm_128x64_nn,36,0.0,0.0,1268.77199999999,1268.77199999999
small,1,256,fp32,torch.profiler,attention/softmax,12,0.0,0.0,1203.2979999999943,1203.2979999999943
small,1,256,fp32,torch.profiler,autograd::engine::evaluate_function: MulBackward0,170,8817.154000000075,2023.3860000001732,1138.1729999999588,0.0
small,1,256,fp32,torch.profiler,aten::div,210,3644.27700000028,2387.3520000004564,922.3380000001025,922.3380000001025
small,1,256,fp32,torch.profiler,ampere_sgemm_64x32_sliced1x4_tn,48,0.0,0.0,920.2880000000087,920.2880000000087
small,1,256,fp32,torch.profiler,ampere_sgemm_64x32_sliced1x4_nn,48,0.0,0.0,836.548000000017,836.548000000017
small,1,256,fp32,torch.profiler,MulBackward0,170,4838.75399999987,603.0189999998329,793.7549999999537,0.0
small,1,256,fp32,torch.profiler,ampere_sgemm_128x32_nt,48,0.0,0.0,729.7630000000063,729.7630000000063
small,1,256,fp32,torch.profiler,aten::fill_,262,2480.761000000055,1158.3630000001003,710.3370000002569,710.3370000002569
small,1,256,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>)",262,0.0,0.0,710.3370000002569,710.3370000002569
small,1,256,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul>)",196,0.0,0.0,704.7079999999605,704.7079999999605
small,1,256,fp32,torch.profiler,aten::zero_,237,2753.556999999899,573.1339999998454,686.8810000002559,0.0
small,1,256,fp32,torch.profiler,ampere_sgemm_128x128_nn,25,0.0,0.0,674.8490000000384,674.8490000000384
small,1,256,fp32,torch.profiler,aten::zeros_like,222,4603.8340000001335,573.5240000002668,636.4160000002448,0.0
small,1,256,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> >, std::array<char*, 3ul>)",112,0.0,0.0,600.1920000001337,600.1920000001337
small,1,256,fp32,torch.profiler,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",293,0.0,0.0,599.5839999999607,599.5839999999607
small,1,256,fp32,torch.profiler,aten::pow,186,3925.2789999998104,2386.0779999999586,571.9009999999962,535.8350000000119
small,1,256,fp32,torch.profiler,ampere_sgemm_128x128_nt,24,0.0,0.0,561.9859999999971,561.9859999999971
small,1,256,fp32,torch.profiler,attention/value,12,1955.4659999999876,575.170999999993,294.52900000000227,0.0
small,1,256,fp32,torch.profiler,attention/value,12,0.0,0.0,294.52900000000227,294.52900000000227
small,1,256,fp32,torch.profiler,backward,1,73321.861,73258.927,0.9600000000064028,0.0
small,1,256,fp32,torch.profiler,backward,1,0.0,0.0,0.9600000000064028,0.9600000000064028
small,1,256,fp32,torch.profiler,profile/warmup,1,2324.229,2324.229,0.0,0.0
small,1,512,fp32,cuda_event,backward,1,,,76310.9130859375,
small,1,512,fp32,cuda_event,forward,1,,,33124.70245361328,
small,1,512,fp32,cuda_event,optimizer,1,,,42540.25650024414,
small,1,512,fp32,torch.profiler,Optimizer.step#AdamW.step,1,0.0,0.0,42368.53300000001,42368.53300000001
small,1,512,fp32,torch.profiler,forward,1,0.0,0.0,32791.312,32791.312
small,1,512,fp32,torch.profiler,profile/measure,1,153040.691,1037.3489999999874,16185.885000000271,0.0
small,1,512,fp32,torch.profiler,aten::bmm,327,11721.163999999919,7818.936000000012,15488.718999999975,15488.718999999975
small,1,512,fp32,torch.profiler,autograd::engine::evaluate_function: BmmBackward0,109,10915.327999999943,1208.3720000000612,10204.001999999957,0.0
small,1,512,fp32,torch.profiler,BmmBackward0,109,9706.955999999882,1049.387000000017,10204.001999999957,0.0
small,1,512,fp32,torch.profiler,optimizer,1,42003.989,62.310000000012224,9086.573000000266,0.0
small,1,512,fp32,torch.profiler,Optimizer.step#AdamW.step,1,41941.67899999999,11495.283999999956,9086.573000000266,0.0
small,1,512,fp32,torch.profiler,forward,1,33055.273,7057.541999999936,7059.760000000011,0.0
small,1,512,fp32,torch.profiler,aten::mul,1206,20335.574000000393,12974.585000000297,6369.3120000004,6369.3120000004
small,1,512,fp32,torch.profiler,aten::einsum,109,11708.347000000012,2577.3660000000764,5284.717000000019,0.0
small,1,512,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)",716,0.0,0.0,4295.032000000385,4295.032000000385
small,1,512,fp32,torch.profiler,ampere_sgemm_64x64_nn,73,0.0,0.0,3855.3919999999707,3855.3919999999707
small,1,512,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>)",675,0.0,0.0,3064.206,3064.206
small,1,512,fp32,torch.profiler,void cutlass::Kernel2<cutlass_80_simt_sgemm_128x256_8x4_nt_align1>(cutlass_80_simt_sgemm_128x256_8x4_nt_align1::Params),37,0.0,0.0,2687.167999999976,2687.167999999976
small,1,512,fp32,torch.profiler,ampere_sgemm_64x64_tn,60,0.0,0.0,2673.478000000009,2673.478000000009
small,1,512,fp32,torch.profiler,aten::copy_,182,3702.6189999999706,1943.3259999998745,2016.621999999853,2016.621999999853
small,1,512,fp32,torch.profiler,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})",157,0.0,0.0,1970.8919999998934,1970.8919999998934
small,1,512,fp32,torch.profiler,ampere_sgemm_128x64_tn,25,0.0,0.0,1893.9229999999916,1893.9229999999916
small,1,512,fp32,torch.profiler,autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,111,4148.505000000019,544.2430000000313,1779.8449999999866,0.0
small,1,512,fp32,torch.profiler,torch::autograd::AccumulateGrad,111,3604.261999999988,694.2560000000522,1779.8449999999866,0.0
small,1,512,fp32,torch.profiler,aten::add,430,6915.600999999845,4485.079999999917,1728.8709999997031,1728.8709999997031
small,1,512,fp32,torch.profiler,autograd::engine::evaluate_function: MulBackward0,170,9223.677999999942,2115.799999999879,1658.4110000000437,0.0
small,1,512,fp32,torch.profiler,attention/scores,12,0.0,0.0,1559.136000000004,1559.136000000004
small,1,512,fp32,torch.profiler,aten::div,210,4020.542999999974,2632.661999999853,1486.9459999999945,1486.9459999999945
small,1,512,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul>)",196,0.0,0.0,1353.7310000000634,1353.7310000000634
small,1,512,fp32,torch.profiler,aten::sub_,222,2797.229000000021,1573.2529999997641,1284.7090000001772,1284.7090000001772
small,1,512,fp32,torch.profiler,attention/softmax,12,0.0,0.0,1257.2820000000029,1257.2820000000029
small,1,512,fp32,torch.profiler,MulBackward0,170,5035.819000000047,634.8020000000179,1231.9130000000005,0.0
small,1,512,fp32,torch.profiler,ampere_sgemm_128x32_nt,48,0.0,0.0,1115.5529999999853,1115.5529999999853
small,1,512,fp32,torch.profiler,autograd::engine::evaluate_function: DivBackward0,24,2055.689999999973,289.57699999994657,1083.3930000000328,0.0
small,1,512,fp32,torch.profiler,ampere_sgemm_128x128_nn,24,0.0,0.0,1024.7379999999794,1024.7379999999794
small,1,512,fp32,torch.profiler,DivBackward0,24,1503.0260000000053,190.91800000002695,1018.210000000021,0.0
small,1,512,fp32,torch.profiler,ampere_sgemm_128x128_nt,24,0.0,0.0,997.7260000000097,997.7260000000097
small,1,512,fp32,torch.profiler,ampere_sgemm_128x64_nn,12,0.0,0.0,800.03100000001,800.03100000001
small,1,512,fp32,torch.profiler,aten::fill_,262,2956.960000000071,1344.1230000001297,720.1040000000648,720.1040000000648
small,1,512,fp32,torch.profiler,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>)",262,0.0,0.0,720.1040000000648,720.1040000000648
small,1,512,fp32,torch.profiler,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int)#1})",293,0.0,0.0,719.3649999999429,719.3649999999429
small,1,512,fp32,torch.profiler,aten::zero_,237,3343.2250000000786,697.8309999999838,698.087000000065,0.0
small,1,512,fp32,torch.profiler,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float> > const&)::{lambda(int)#1})",48,0.0,0.0,639.0390000000261,639.0390000000261
small,1,512,fp32,torch.profiler,attention/value,12,1919.9609999999957,565.4329999999954,517.088999999989,0.0
small,1,512,fp32,torch.profiler,attention/value,12,0.0,0.0,517.088999999989,517.088999999989
small,1,512,fp32,torch.profiler,backward,1,76185.93299999999,76145.00699999998,0.8960000000006403,0.0
small,1,512,fp32,torch.profiler,backward,1,0.0,0.0,0.8960000000006403,0.8960000000006403
small,1,512,fp32,torch.profiler,profile/warmup,1,2145.921,2145.921,0.0,0.0
