run_id,run_name,model_size,batch_size,context_length,mode,dtype,tool,window,stage,event_type,event_name,calls,cpu_self_us,cpu_total_us,cuda_self_us,cuda_total_us,cuda_event_elapsed_us,rank_in_stage,source_run
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,attention/value,op,aten::unsqueeze,24,114.33900000006543,140.7750000000524,0.0,0.0,,8,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,attention/value,op,aten::empty_like,12,34.47099999990314,117.47399999992922,0.0,0.0,,9,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,attention/value,op,aten::view,36,84.99299999998766,84.99299999998766,0.0,0.0,,10,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,backward,op,aten::ones_like,1,3.0560000000114087,28.70800000001327,0.0,1.3439999999827705,,1,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,backward,op,aten::fill_,1,6.827000000019325,15.711000000010245,1.3439999999827705,1.3439999999827705,,2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,backward,op,aten::empty_like,1,3.140999999974156,9.940999999991618,0.0,0.0,,3,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,backward,op,cudaLaunchKernel,1,8.88399999999092,8.88399999999092,0.0,0.0,,4,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,backward,op,aten::empty_strided,1,6.800000000017462,6.800000000017462,0.0,0.0,,5,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,forward,op,aten::einsum,85,2119.9740000000456,9248.262000000192,0.0,29510.436999999976,,1,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,forward,op,aten::bmm,85,1984.1699999998964,2987.356999999989,29510.436999999976,29510.436999999976,,2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,forward,op,cudaLaunchKernel,500,2720.8379999998433,2720.8379999998433,0.0,0.0,,3,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,forward,op,aten::mul,170,1789.3799999998591,2661.08099999986,2159.3760000001057,2159.3760000001057,,4,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,forward,op,aten::permute,497,1856.9619999992428,2156.4629999999306,0.0,0.0,,5,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,forward,op,aten::reshape,267,616.9030000002822,1652.4010000000708,0.0,130.30200000002515,,6,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,forward,op,aten::unsqueeze,267,1158.3180000001157,1309.7370000001683,0.0,0.0,,7,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,forward,op,aten::add,73,800.2489999999816,1159.0259999999835,372.54100000014296,372.54100000014296,,8,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,forward,op,aten::view,316,635.8839999999618,635.8839999999618,0.0,0.0,,9,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,forward,op,aten::pow,25,371.4900000002526,532.8000000000757,134.46400000003632,134.46400000003632,,10,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,loss,op,aten::sub,2,22.663999999989755,35.19000000000233,206.97300000002724,206.97300000002724,,1,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,loss,op,aten::neg,1,9.2730000000156,14.203999999997905,97.56699999998091,97.56699999998091,,2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,loss,op,aten::exp,1,10.916999999957625,15.819999999977881,90.62300000002142,90.62300000002142,,3,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,loss,op,aten::max,1,23.29999999998836,33.271999999997206,69.15100000001257,69.15100000001257,,4,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,loss,op,aten::sum,1,12.448999999993248,17.42799999998533,62.654999999998836,62.654999999998836,,5,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,loss,op,cudaLaunchKernel,9,53.29999999998836,53.29999999998836,0.0,0.0,,6,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,loss,op,aten::gather,1,18.431999999971595,25.321999999985565,12.544000000023516,12.544000000023516,,7,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,loss,op,aten::mean,1,16.170000000012806,21.730000000010477,4.1600000000034925,4.1600000000034925,,8,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,loss,op,aten::log,1,10.981999999989057,16.171999999991385,2.815999999991618,2.815999999991618,,9,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,loss,op,aten::reshape,2,3.8919999999925494,11.459999999991851,0.0,0.0,,10,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,optimizer,op,Optimizer.step#AdamW.step,1,15286.493000000075,56203.09400000004,0.0,10468.287000000477,,1,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,optimizer,op,aten::mul,666,9478.692000000738,14437.414999999222,4139.930999999982,4139.930999999982,,2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,optimizer,op,cudaLaunchKernel,1776,13001.957999997656,13001.957999997656,0.0,0.0,,3,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,optimizer,op,aten::zeros_like,222,1217.9490000003716,7955.005000000179,0.0,799.0629999999655,,4,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,optimizer,op,aten::add,333,4636.57000000024,6988.908000000229,1955.7740000002086,1955.7740000002086,,5,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,optimizer,op,aten::zero_,222,1092.4989999993704,4306.715999999782,0.0,799.0629999999655,,6,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,optimizer,op,aten::sub_,222,2202.830999999831,3786.043999999645,1425.2720000002882,1425.2720000002882,,7,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,optimizer,op,aten::fill_,222,1533.6800000007497,3214.2170000004116,799.0629999999655,799.0629999999655,,8,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,optimizer,op,aten::square,111,283.23100000066916,3163.7050000003073,0.0,719.1639999999315,,9,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,optimizer,op,aten::pow,111,1967.2220000005327,2880.473999999638,719.1639999999315,719.1639999999315,,10,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,profile/measure,op,cudaDeviceSynchronize,1,346.8330000000424,346.8330000000424,0.0,0.0,,1,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,profile/measure,op,cudaEventRecordWithFlags,10,45.678000000014435,45.678000000014435,0.0,0.0,,2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,profile/measure,op,cudaStreamIsCapturing,10,9.60800000000745,9.60800000000745,0.0,0.0,,3,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,zero_grad,op,Optimizer.zero_grad#AdamW.zero_grad,1,134.48500000001513,134.48500000001513,0.0,0.0,,1,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,profile/measure,kernel,ampere_sgemm_64x32_sliced1x4_nt,72,0.0,0.0,21059.314000000002,21059.314000000002,,1,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,profile/measure,kernel,ampere_sgemm_128x32_nn,60,0.0,0.0,13948.132999999998,13948.132999999998,,2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,profile/measure,kernel,ampere_sgemm_128x32_tn,24,0.0,0.0,13664.811999999998,13664.811999999998,,3,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,profile/measure,kernel,ampere_sgemm_128x64_nn,24,0.0,0.0,12680.275000000001,12680.275000000001,,4,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,profile/measure,kernel,ampere_sgemm_128x128_tn,72,0.0,0.0,10108.105,10108.105,,5,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,profile/measure,kernel,ampere_sgemm_128x64_tn,13,0.0,0.0,8335.447,8335.447,,6,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,profile/measure,kernel,ampere_sgemm_128x64_nt,12,0.0,0.0,6314.123,6314.123,,7,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,profile/measure,kernel,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>)",675,0.0,0.0,6171.143999999999,6171.143999999999,,8,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,profile/measure,kernel,"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul>)",196,0.0,0.0,5970.066,5970.066,,9,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P2,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof,small,4,512,train_step,fp32,torch.profiler,profile/measure,profile/measure,kernel,ampere_sgemm_128x128_nn,24,0.0,0.0,4788.024000000001,4788.024000000001,,10,profile-P2_small_bs4_ctx512_train_step_fp32_torchprof.metadata.json
P3,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof,small,4,1024,train_step,fp32,torch.profiler,profile/measure,profile/measure,stage,profile/measure,1.0,701.9090000000433,325528.995,0.0,111436.3050000029,0.0,1,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof.metadata.json
P3,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof,small,4,1024,train_step,fp32,torch.profiler,profile/measure,zero_grad,stage,zero_grad,1.0,22.973999999987427,147.76799999998184,0.0,0.0,196.51199877262115,1,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof.metadata.json
P3,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof,small,4,1024,train_step,fp32,torch.profiler,profile/measure,forward,stage,forward,1.0,6340.079000001191,31218.919999999984,0.0,97232.15800000046,98603.80554199219,1,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof.metadata.json
P3,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof,small,4,1024,train_step,fp32,torch.profiler,profile/measure,attention/scores,stage,attention/scores,12.0,650.6259999999893,2883.239000000118,0.0,10947.460000000021,0.0,1,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof.metadata.json
P3,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof,small,4,1024,train_step,fp32,torch.profiler,profile/measure,attention/softmax,stage,attention/softmax,12.0,525.0589999998338,1707.46399999992,0.0,12772.086999999767,0.0,1,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof.metadata.json
P3,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof,small,4,1024,train_step,fp32,torch.profiler,profile/measure,attention/value,stage,attention/value,12.0,385.6280000000843,2102.502000000037,0.0,9473.328999999969,0.0,1,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof.metadata.json
P3,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof,small,4,1024,train_step,fp32,torch.profiler,profile/measure,loss,stage,loss,1.0,78.46799999999348,280.5250000000233,0.0,1048.4380000001402,1062.432050704956,1,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof.metadata.json
P3,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof,small,4,1024,train_step,fp32,torch.profiler,profile/measure,backward,stage,backward,1.0,80274.0740000002,121033.18300000002,0.0,1.4400000000023283,211472.83935546875,1,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof.metadata.json
P3,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof,small,4,1024,train_step,fp32,torch.profiler,profile/measure,optimizer,stage,optimizer,1.0,69.51000000000931,171650.13300000003,0.0,13154.2690000023,13993.535995483398,1,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof.metadata.json
P3,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof,small,4,1024,train_step,fp32,torch.profiler,profile/measure,attention/scores,op,aten::where,24,251.95899999997346,986.8150000000605,3397.795999999973,6819.046999999962,,1,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof.metadata.json
P3,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof,small,4,1024,train_step,fp32,torch.profiler,profile/measure,attention/scores,op,aten::einsum,12,286.5130000001518,1300.7730000000447,0.0,4767.544999999984,,2,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof.metadata.json
P3,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof,small,4,1024,train_step,fp32,torch.profiler,profile/measure,attention/scores,op,aten::bmm,12,334.93499999982305,441.77599999995437,4767.544999999984,4767.544999999984,,3,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof.metadata.json
P3,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof,small,4,1024,train_step,fp32,torch.profiler,profile/measure,attention/scores,op,aten::div,12,195.33499999996275,280.0659999999916,2758.664000000048,2758.664000000048,,4,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof.metadata.json
P3,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof,small,4,1024,train_step,fp32,torch.profiler,profile/measure,attention/scores,op,cudaLaunchKernel,48,319.99900000035996,319.99900000035996,0.0,0.0,,5,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof.metadata.json
P3,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof,small,4,1024,train_step,fp32,torch.profiler,profile/measure,attention/scores,op,aten::permute,60,232.92900000017835,269.7489999999525,0.0,0.0,,6,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof.metadata.json
P3,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof,small,4,1024,train_step,fp32,torch.profiler,profile/measure,attention/scores,op,aten::scalar_tensor,12,50.819999999774154,245.28899999998976,0.0,23.455000000016298,,7,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof.metadata.json
P3,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof,small,4,1024,train_step,fp32,torch.profiler,profile/measure,attention/scores,op,aten::fill_,12,74.08700000005774,136.23500000010245,23.455000000016298,23.455000000016298,,8,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof.metadata.json
P3,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof,small,4,1024,train_step,fp32,torch.profiler,profile/measure,attention/scores,op,aten::reshape,24,71.5989999998128,131.90899999986868,0.0,0.0,,9,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof.metadata.json
P3,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof,small,4,1024,train_step,fp32,torch.profiler,profile/measure,attention/scores,op,aten::unsqueeze,24,103.92300000006799,120.20200000010664,0.0,0.0,,10,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof.metadata.json
P3,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof,small,4,1024,train_step,fp32,torch.profiler,profile/measure,attention/softmax,op,aten::div,12,142.77900000009686,204.26900000002934,3602.628000000026,3602.628000000026,,1,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof.metadata.json
P3,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof,small,4,1024,train_step,fp32,torch.profiler,profile/measure,attention/softmax,op,aten::sub,12,152.34800000005635,214.85899999999674,3104.8069999999716,3104.8069999999716,,2,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof.metadata.json
P3,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof,small,4,1024,train_step,fp32,torch.profiler,profile/measure,attention/softmax,op,aten::exp,12,136.2819999998901,197.65099999989616,2768.007999999798,2768.007999999798,,3,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof.metadata.json
P3,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof,small,4,1024,train_step,fp32,torch.profiler,profile/measure,attention/softmax,op,aten::max,12,247.954000000027,333.2260000000824,1688.4659999998985,1688.4659999998985,,4,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof.metadata.json
P3,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof,small,4,1024,train_step,fp32,torch.profiler,profile/measure,attention/softmax,op,aten::sum,12,167.88700000016252,232.4000000000815,1608.1780000000726,1608.1780000000726,,5,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof.metadata.json
P3,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof,small,4,1024,train_step,fp32,torch.profiler,profile/measure,attention/softmax,op,cudaLaunchKernel,60,335.1549999998533,335.1549999998533,0.0,0.0,,6,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof.metadata.json
P3,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof,small,4,1024,train_step,fp32,torch.profiler,profile/measure,attention/value,op,aten::einsum,12,293.2339999995893,1716.8739999999525,0.0,9473.328999999969,,1,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof.metadata.json
P3,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof,small,4,1024,train_step,fp32,torch.profiler,profile/measure,attention/value,op,aten::bmm,12,303.21999999991385,373.4210000000312,9210.22900000005,9210.22900000005,,2,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof.metadata.json
P3,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof,small,4,1024,train_step,fp32,torch.profiler,profile/measure,attention/value,op,aten::reshape,24,140.6040000001085,598.6960000001127,0.0,263.0999999999185,,3,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof.metadata.json
P3,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof,small,4,1024,train_step,fp32,torch.profiler,profile/measure,attention/value,op,aten::clone,12,62.110000000102445,389.1849999999977,0.0,263.0999999999185,,4,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof.metadata.json
P3,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof,small,4,1024,train_step,fp32,torch.profiler,profile/measure,attention/value,op,aten::copy_,12,121.10700000001816,219.28099999995902,263.0999999999185,263.0999999999185,,5,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof.metadata.json
P3,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof,small,4,1024,train_step,fp32,torch.profiler,profile/measure,attention/value,op,aten::permute,60,228.14300000056392,258.37300000019604,0.0,0.0,,6,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof.metadata.json
P3,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof,small,4,1024,train_step,fp32,torch.profiler,profile/measure,attention/value,op,cudaLaunchKernel,24,168.3750000000582,168.3750000000582,0.0,0.0,,7,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof.metadata.json
P3,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof,small,4,1024,train_step,fp32,torch.profiler,profile/measure,attention/value,op,aten::unsqueeze,24,113.19000000040978,141.29100000008475,0.0,0.0,,8,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof.metadata.json
P3,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof,small,4,1024,train_step,fp32,torch.profiler,profile/measure,attention/value,op,aten::empty_like,12,26.092999999935273,107.7939999999362,0.0,0.0,,9,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof.metadata.json
P3,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof,small,4,1024,train_step,fp32,torch.profiler,profile/measure,attention/value,op,aten::view,36,86.46799999987707,86.46799999987707,0.0,0.0,,10,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof.metadata.json
P3,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof,small,4,1024,train_step,fp32,torch.profiler,profile/measure,backward,op,Command Buffer Full,100,40729.58099999983,40729.58099999983,0.0,0.0,,1,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof.metadata.json
P3,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof,small,4,1024,train_step,fp32,torch.profiler,profile/measure,backward,op,aten::ones_like,1,3.49900000001071,29.527999999991152,0.0,1.4400000000023283,,2,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof.metadata.json
P3,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof,small,4,1024,train_step,fp32,torch.profiler,profile/measure,backward,op,aten::fill_,1,6.86099999997532,15.586999999999534,1.4400000000023283,1.4400000000023283,,3,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof.metadata.json
P3,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof,small,4,1024,train_step,fp32,torch.profiler,profile/measure,backward,op,aten::empty_like,1,3.1489999999757856,10.441999999980908,0.0,0.0,,4,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof.metadata.json
P3,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof,small,4,1024,train_step,fp32,torch.profiler,profile/measure,backward,op,cudaLaunchKernel,1,8.726000000024214,8.726000000024214,0.0,0.0,,5,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof.metadata.json
P3,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof,small,4,1024,train_step,fp32,torch.profiler,profile/measure,backward,op,aten::empty_strided,1,7.293000000005122,7.293000000005122,0.0,0.0,,6,profile-P3_small_bs4_ctx1024_train_step_fp32_torchprof.metadata.json
