source,status,model_size,batch_size,context_length,dtype,tool,event_count,peak_allocated_mib,peak_reserved_mib,trace_output,table_output,stage,name,record_type,calls,cpu_total_us,cpu_self_us,cuda_total_us,cuda_self_us,cpu_memory_bytes,cuda_memory_bytes
medium_ctx512.json,complete,medium,4,512,fp32,torch.profiler,242,15593.7626953125,15790.0,medium_ctx512.json.trace,medium_ctx512.operators.csv,backward,backward,cpu_range,1,126137.134,95789.16499999989,0.864000000001397,0.0,-192,0
medium_ctx512.json,complete,medium,4,512,fp32,torch.profiler,242,15593.7626953125,15790.0,medium_ctx512.json.trace,medium_ctx512.operators.csv,loss,loss,gpu_annotation,1,0.0,0.0,511.1110000000044,511.1110000000044,0,0
medium_ctx512.json,complete,medium,4,512,fp32,torch.profiler,242,15593.7626953125,15790.0,medium_ctx512.json.trace,medium_ctx512.operators.csv,backward,backward,gpu_annotation,1,0.0,0.0,0.864000000001397,0.864000000001397,0,0
medium_ctx512.json,complete,medium,4,512,fp32,torch.profiler,242,15593.7626953125,15790.0,medium_ctx512.json.trace,medium_ctx512.operators.csv,optimizer,optimizer,cpu_range,1,62539.52799999999,181.9880000000121,22204.638999999093,0.0,0,0
medium_ctx512.json,complete,medium,4,512,fp32,torch.profiler,242,15593.7626953125,15790.0,medium_ctx512.json.trace,medium_ctx512.operators.csv,operator,aten::mm,operator,507,25913.372000000363,8830.914000000374,112540.43899999949,112540.43899999949,0,0
medium_ctx512.json,complete,medium,4,512,fp32,torch.profiler,242,15593.7626953125,15790.0,medium_ctx512.json.trace,medium_ctx512.operators.csv,operator,cudaLaunchKernel,operator,6335,87549.00299999944,47000.12599999941,3423.521999999997,0.0,0,0
medium_ctx512.json,complete,medium,4,512,fp32,torch.profiler,242,15593.7626953125,15790.0,medium_ctx512.json.trace,medium_ctx512.operators.csv,operator,Command Buffer Full,operator,605,70872.17300000016,70872.17300000016,3423.521999999997,3423.521999999997,0,0
medium_ctx512.json,complete,medium,4,512,fp32,torch.profiler,242,15593.7626953125,15790.0,medium_ctx512.json.trace,medium_ctx512.operators.csv,operator,autograd::engine::evaluate_function: MmBackward0,operator,169,26501.222999999853,1414.045999999973,69575.81199999951,0.0,0,0
medium_ctx512.json,complete,medium,4,512,fp32,torch.profiler,242,15593.7626953125,15790.0,medium_ctx512.json.trace,medium_ctx512.operators.csv,operator,MmBackward0,operator,169,25087.17699999988,1461.3339999994787,69575.81199999951,0.0,0,0
medium_ctx512.json,complete,medium,4,512,fp32,torch.profiler,242,15593.7626953125,15790.0,medium_ctx512.json.trace,medium_ctx512.operators.csv,operator,Optimizer.step#AdamW.step,operator,1,62357.53999999998,6271.386999999115,22204.638999999093,0.0,0,0
medium_ctx512.json,complete,medium,4,512,fp32,torch.profiler,242,15593.7626953125,15790.0,medium_ctx512.json.trace,medium_ctx512.operators.csv,operator,aten::item,operator,96,56471.47700000001,168.98100000000295,86.88099999996757,0.0,0,0
medium_ctx512.json,complete,medium,4,512,fp32,torch.profiler,242,15593.7626953125,15790.0,medium_ctx512.json.trace,medium_ctx512.operators.csv,operator,aten::_local_scalar_dense,operator,96,56302.496000000014,502.5269999999696,86.88099999996757,86.88099999996757,0,0
medium_ctx512.json,complete,medium,4,512,fp32,torch.profiler,242,15593.7626953125,15790.0,medium_ctx512.json.trace,medium_ctx512.operators.csv,operator,cudaStreamSynchronize,operator,96,55115.09699999998,55115.09699999998,0.0,0.0,0,0
